885,1,07:12,07:14,12,1096,河津,200,208,226,321,362,,109
909,1,07:36,07:38,13,1096,稷山,200,208,226,321,362,,109
928,1,07:55,07:57,14,1096,新绛,207.5,216,235,333.5,376,,113.5
948,1,08:15,08:20,15,1096,侯马,207.5,216,235,333.5,376,,113.5
982,1,08:49,08:51,16,1096,襄汾,215.5,224,244,343.5,387,,118.5
1006,1,09:13,09:21,17,1096,临汾,221.5,230,250,355.5,401,,121.5
1065,1,10:12,10:15,18,1096,霍州,227.5,237,257,364.5,411,,124.5
1104,1,10:51,10:54,19,1096,灵石,236.5,246,267,380.5,429,,130.5
1137,1,11:24,11:28,20,1096,介休,243.5,253,275,391.5,441,,134.5
1162,1,11:49,11:53,21,1096,平遥,,,,,,,
1181,1,12:08,12:10,22,1096,祁县,250.5,261,283,404.5,456,,138.5
1202,1,12:29,12:31,23,1096,太谷,250.5,261,283,404.5,456,,138.5
1231,1,12:58,13:02,24,1096,榆次,260.5,271,294,418.5,472,,143.5
1262,1,13:29,13:29,25,1096,太原,,,,,,,
0,0,,14:22,1,1134,乌海西,,,,,,,
19,0,14:41,14:47,2,1134,乌海,53,56,60,78,88,,7
80,0,15:42,15:48,3,1134,巴彦高勒,60.5,63,69,94.5,107,,14.5
127,0,16:29,16:41,4,1134,临河,67.5,71,77,105.5,119,,21.5
178,0,17:20,17:28,5,1134,五原,78.5,82,89,120.5,136,,32.5
225,0,18:07,18:15,6,1134,乌拉特前旗,84.5,88,96,130.5,147,,38.5
303,0,19:25,19:40,7,1134,包头,94.5,99,107,149.5,169,,48.5
333,0,19:55,19:59,8,1134,包头东,102.5,107,116,158.5,179,,54.5
365,0,20:27,20:39,9,1134,萨拉齐,107.5,112,122,167.5,189,,56.5
466,0,22:08,22:34,10,1134,呼和浩特,130,135,147,205,231,,69
582,1,00:04,00:10,11,1134,集宁南,159,166,180,251,283,,86
662,1,01:24,01:48,12,1134,丰镇,172,179,195,273,308,,93
734,1,02:36,02:49,13,1134,大同,180,187,204,287,324,,98
857,1,04:39,04:42,14,1134,柴沟堡,200,208,226,321,362,,109
895,1,05:17,05:27,15,1134,张家口南,207.5,216,235,333.5,376,,113.5
925,1,05:47,05:49,16,1134,宣化,215.5,224,244,343.5,387,,118.5
1130,1,09:12,09:50,17,1134,北京西,243.5,253,275,391.5,441,,134.5
1216,1,10:38,10:40,18,1134,廊坊北,250.5,261,283,404.5,456,,138.5
1274,1,11:36,11:36,19,1134,天津,260.5,271,294,418.5,472,,143.5
0,0,,20:52,1,1136,天津,,,,,,,
44,0,21:36,21:41,2,1136,廊坊北,56.5,61.5,64.5,85.5,91.5,,10.5
97,0,22:29,23:02,3,1136,北京西,63.5,68.5,71.5,97.5,103.5,,17.5
303,1,01:55,01:58,4,1136,宣化,84.5,89.5,92.5,130.5,136.5,,38.5
332,1,02:24,02:35,5,1136,张家口南,86.5,91.5,94.5,134.5,140.5,,40.5
382,1,03:14,03:16,6,1136,柴沟堡,93.5,98.5,101.5,146.5,152.5,,47.5
430,1,04:02,04:04,7,1136,天镇,102.5,106.5,109.5,158.5,166.5,,54.5
509,1,05:21,05:31,8,1136,大同,120,123,127,188,195,,63
556,1,06:08,06:10,9,1136,丰镇,124,129,133,196,205,,66
623,1,07:15,07:21,10,1136,集宁南,141,145,150,222,233,,75
719,1,08:51,09:15,11,1136,呼和浩特,166,172,178,262,273,,90
773,1,09:45,09:47,12,1136,察素齐,180,186,194,287,301,,98
806,1,10:18,10:20,13,1136,萨拉齐,186,192,200,298,311,,101
859,1,11:11,11:14,14,1136,包头东,193,201,207,310,323,,105
879,1,11:31,11:58,15,1136,包头,200,208,215,321,336,,109
969,1,13:01,13:05,16,1136,乌拉特前旗,215.5,223.5,230.5,343.5,360.5,,118.5
1011,1,13:43,13:47,17,1136,五原,227.5,235.5,244.5,364.5,381.5,,124.5
1054,1,14:26,14:36,18,1136,临河,236.5,245.5,254.5,380.5,397.5,,130.5
1102,1,15:14,15:18,19,1136,巴彦高勒,243.5,252.5,261.5,391.5,409.5,,134.5
1163,1,16:15,16:24,20,1136,乌海,260.5,269.5,279.5,418.5,436.5,,143.5
1194,1,16:46,,21,1136,乌海西,260.5,269.5,279.5,418.5,436.5,,143.5
0,0,,16:00,1,1148,宝鸡,,,,,,,
30,0,16:30,16:33,2,1148,蔡家坡,55,58,63,81.5,92,,9
61,0,17:01,17:04,3,1148,杨陵,58.5,61,66,88.5,100,,12.5
103,0,17:43,17:53,4,1148,咸阳,66.5,70,76,101.5,115,,20.5
137,0,18:17,18:37,5,1148,西安,71.5,75,81,109.5,124,,25.5
196,0,19:16,19:18,6,1148,渭南,78.5,82,89,120.5,136,,32.5
261,0,20:21,20:23,7,1148,潼关,86.5,90,98,134.5,152,,40.5
323,0,21:23,21:25,8,1148,灵宝,94.5,99,107,149.5,169,,48.5
349,0,21:49,21:51,9,1148,三门峡西,102.5,107,116,158.5,179,,54.5
470,0,23:50,00:14,10,1148,洛阳,130,135,147,205,231,,69
593,1,01:53,02:14,11,1148,郑州,152,158,172,240,271,,82
660,1,03:00,03:02,12,1148,开封,166,173,188,262,296,,90
806,1,05:26,05:44,13,1148,砀山,200,208,226,321,362,,109
845,1,06:05,06:15,14,1148,黄口,207.5,216,235,333.5,376,,113.5
893,1,06:53,07:00,15,1148,徐州,215.5,224,244,343.5,387,,118.5
973,1,08:13,08:17,16,1148,新沂,227.5,237,257,364.5,411,,124.5
1072,1,09:52,09:52,17,1148,连云港东,243.5,253,275,391.5,441,,134.5
0,0,,16:15,1,1150,连云港东,,,,,,,
60,0,17:15,17:18,2,1150,东海县,55,60,63,84.5,90.5,,9
96,0,17:51,17:54,3,1150,新沂,60.5,65.5,68.5,94.5,100.5,,14.5
123,0,18:18,18:21,4,1150,邳州,64.5,69.5,72.5,99.5,105.5,,18.5
203,0,19:38,19:58,5,1150,徐州,75.5,80.5,83.5,115.5,121.5,,29.5
287,0,21:02,21:06,6,1150,砀山,84.5,89.5,92.5,130.5,136.5,,38.5
323,0,21:38,21:41,7,1150,虞城县,90.5,95.5,98.5,140.5,146.5,,44.5
341,0,21:56,22:05,8,1150,商丘,91.5,96.5,99.5,143.5,149.5,,45.5
406,0,23:01,23:04,9,1150,兰考,107.5,111.5,114.5,167.5,174.5,,56.5
440,0,23:35,23:38,10,1150,开封,115,118,122,178,186,,61
489,1,00:24,00:44,11,1150,郑州,130,135,139,205,214,,69
601,1,02:16,02:22,12,1150,洛阳,152,157,163,240,252,,82
847,1,06:22,06:24,13,1150,华山,200,208,215,321,336,,109
899,1,07:14,07:16,14,1150,渭南,207.5,215.5,222.5,333.5,348.5,,113.5
951,1,08:06,08:16,15,1150,西安,221.5,229.5,238.5,355.5,371.5,,121.5
979,1,08:34,08:43,16,1150,咸阳,221.5,229.5,238.5,355.5,371.5,,121.5
1028,1,09:23,09:32,17,1150,杨陵,236.5,245.5,254.5,380.5,397.5,,130.5
1100,1,10:35,,18,1150,宝鸡,243.5,252.5,261.5,391.5,409.5,,134.5
0,0,,13:23,1,1152,西安,,,,,,,
39,0,14:02,14:04,2,1152,渭南,55,58,63,84.5,96,,9
94,0,14:57,14:59,3,1152,华山,63.5,66,72,97.5,110,,17.5
111,0,15:14,15:16,4,1152,潼关,64.5,67,73,99.5,113,,18.5
173,0,16:16,16:18,5,1152,灵宝,75.5,79,86,115.5,131,,29.5
217,0,17:00,17:02,6,1152,三门峡,82.5,86,94,127.5,144,,36.5
270,0,17:53,17:56,7,1152,渑池,86.5,90,98,134.5,152,,40.5
285,0,18:08,18:10,8,1152,义马,90.5,94,103,140.5,159,,44.5
332,0,18:55,18:57,9,1152,洛阳,94.5,99,107,149.5,169,,48.5
374,0,19:37,20:00,10,1152,巩义,107.5,112,122,167.5,189,,56.5
455,0,20:58,21:16,11,1152,郑州,120,125,136,188,212,,63
519,0,22:02,22:06,12,1152,开封,135,141,153,213,240,,72
570,0,22:53,22:55,13,1152,民权,147,153,166,232,262,,80
623,0,23:46,23:57,14,1152,商丘南,159,166,180,251,283,,86
675,1,00:38,00:44,15,1152,亳州,172,179,195,273,308,,93
750,1,01:53,02:08,16,1152,阜阳,186,194,210,298,336,,101
936,1,04:59,05:15,17,1152,合肥,227.5,237,257,364.5,411,,124.5
1001,1,06:04,06:08,18,1152,巢湖,236.5,246,267,380.5,429,,130.5
1070,1,07:13,07:19,19,1152,芜湖,250.5,261,283,404.5,456,,138.5
1132,1,08:15,08:18,20,1152,宣城,260.5,271,294,418.5,472,,143.5
1179,1,09:02,09:05,21,1152,广德,268.5,279,303,430.5,485,,148.5
1217,1,09:40,09:43,22,1152,长兴南,275.5,286,310,443.5,500,,152.5
1260,1,10:23,10:26,23,1152,德清西,283.5,295,320,455.5,513,,156.5
1316,1,11:19,11:19,24,1152,杭州,299.5,311,338,481.5,543,,166.5
0,0,,12:40,1,1154,杭州,,,,,,,
40,0,13:20,13:25,2,1154,德清西,56.5,61.5,64.5,85.5,91.5,,10.5
90,0,14:10,14:13,3,1154,长兴南,63.5,68.5,71.5,97.5,103.5,,17.5
128,0,14:48,14:52,4,1154,广德,71.5,76.5,79.5,109.5,115.5,,25.5
176,0,15:36,15:41,5,1154,宣城,78.5,83.5,86.5,120.5,126.5,,32.5
236,0,16:36,16:44,6,1154,芜湖,86.5,91.5,94.5,134.5,140.5,,40.5
307,0,17:47,17:50,7,1154,巢湖,94.5,99.5,102.5,149.5,155.5,,48.5
365,0,18:45,18:57,8,1154,合肥,107.5,111.5,114.5,167.5,174.5,,56.5
451,0,20:11,20:15,9,1154,淮南,124,129,133,196,205,,66
548,0,21:48,22:08,10,1154,阜阳,147,153,158,232,242,,80
635,0,23:15,23:18,11,1154,亳州,166,172,178,262,273,,90
709,1,00:29,00:34,12,1154,商丘,180,186,194,287,301,,98
751,1,01:11,01:14,13,1154,民权,186,192,200,298,311,,101
776,1,01:36,01:39,14,1154,兰考,193,201,207,310,323,,105
810,1,02:10,02:14,15,1154,开封,200,208,215,321,336,,109
894,1,03:34,03:54,16,1154,郑州,215.5,223.5,230.5,343.5,360.5,,118.5
1006,1,05:26,05:28,17,1154,洛阳,236.5,245.5,254.5,380.5,397.5,,130.5
1210,1,08:50,08:52,18,1154,潼关,275.5,285.5,296.5,443.5,463.5,,152.5
1270,1,09:50,09:52,19,1154,渭南,289.5,300.5,310.5,467.5,488.5,,159.5
1322,1,10:42,,20,1154,西安,299.5,310.5,320.5,481.5,504.5,,166.5
0,0,,20:22,1,1228,上海,,,,,,,
54,0,21:16,21:22,2,1228,苏州,58.5,61,66,88.5,100,,12.5
88,0,21:50,21:54,3,1228,无锡,63.5,66,72,97.5,110,,17.5
119,0,22:21,22:37,4,1228,常州,67.5,71,77,105.5,119,,21.5
220,1,00:02,00:08,5,1228,南京,86.5,90,98,134.5,152,,40.5
264,1,00:46,00:49,6,1228,滁州北,91.5,95,104,143.5,162,,45.5
365,1,02:27,02:32,7,1228,蚌埠,115,120,130,178,201,,61
426,1,03:28,03:31,8,1228,宿州,130,135,147,205,231,,69
501,1,04:43,04:53,9,1228,徐州,147,153,166,232,262,,80
563,1,05:45,05:47,10,1228,枣庄西,159,166,180,251,283,,86
587,1,06:09,06:12,11,1228,滕州,166,172,188,262,296,,90
618,1,06:40,06:42,12,1228,邹城,172,179,195,273,308,,93
635,1,06:57,07:03,13,1228,兖州,172,179,195,273,308,,93
699,1,08:01,08:04,14,1228,泰山,,,,,,,
760,1,09:02,09:16,15,1228,济南,200,208,226,321,362,,109
814,1,09:56,10:03,16,1228,禹城,207.5,216,235,333.5,376,,113.5
845,1,10:27,10:30,17,1228,平原,,,,,,,
881,1,11:03,11:39,18,1228,德州,221.5,230,250,355.5,401,,121.5
933,1,11:55,11:58,19,1228,吴桥,227.5,237,257,364.5,411,,124.5
957,1,12:19,12:22,20,1228,东光,227.5,237,257,364.5,411,,124.5
974,1,12:36,12:48,21,1228,泊头,236.5,246,267,380.5,429,,130.5
1010,1,13:12,13:16,22,1228,沧州,236.5,246,267,380.5,429,,130.5
1056,1,13:58,14:00,23,1228,静海,250.5,261,283,404.5,456,,138.5
1117,1,14:59,15:06,24,1228,天津,260.5,271,294,418.5,472,,143.5
1217,1,16:39,16:49,25,1228,唐山,275.5,286,311,443.5,500,,152.5
1354,1,18:56,19:06,26,1228,山海关,305,317,345,492,555,,169
1432,1,20:14,20:16,27,1228,兴城,319,332,360,518,584,,177
1451,1,20:33,20:35,28,1228,葫芦岛,319,332,360,518,584,,177
1492,1,21:14,21:37,29,1228,锦州,329,342,372,532,600,,182
1622,1,23:24,23:24,30,1228,阜新,344,358,389,559,630,,191
0,0,,22:38,1,1303,北京西,,,,,,,
159,1,01:17,01:34,2,1303,深州,78.5,82,89,120.5,136,,32.5
206,1,02:04,02:07,3,1303,衡水,82.5,86,94,127.5,144,,36.5
259,1,02:57,02:59,4,1303,清河城,91.5,95,104,143.5,162,,45.5
314,1,03:52,03:58,5,1303,聊城,102.5,107,109.5,158.5,179,,54.5
415,1,05:33,05:36,6,1303,菏泽,135,141,145,213,240,,72
453,1,06:11,06:14,7,1303,曹县,141,145,160,222,251,,75
499,1,06:57,07:03,8,1303,商丘,152,158,172,240,271,,82
542,1,07:40,07:43,9,1303,民权,159,166,180,251,283,,86
595,1,08:33,08:37,10,1303,开封,172,178,184,273,308,,93
645,1,09:23,09:23,11,1303,郑州,186,194,210,298,336,,101
0,0,,07:46,1,1304,郑州,,,,,,,
46,0,08:32,08:36,2,1304,开封,56.5,59,64,87.5,99,,10.5
78,0,09:04,09:07,3,1304,兰考,62.5,65,71,95.5,108,,16.5
103,0,09:29,09:32,4,1304,民权,66.5,70,76,102.5,116,,20.5
121,0,09:47,09:57,5,1304,宁陵县,67.5,71,77,105.5,119,,21.5
159,0,10:25,10:40,6,1304,商丘,75.5,79,86,115.5,131,,29.5
211,0,11:17,11:20,7,1304,曹县,81.5,85,92,124.5,141,,35.5
231,0,11:37,11:40,8,1304,定陶,82.5,86,94,127.5,144,,36.5
251,0,11:57,12:03,9,1304,菏泽,84.5,88,96,130.5,147,,38.5
274,0,12:20,12:22,10,1304,鄄城,90.5,94,103,140.5,159,,44.5
297,0,12:43,12:55,11,1304,郓城,91.5,95,104,143.5,162,,45.5
325,0,13:11,13:14,12,1304,梁山,93.5,98,106,146.5,165,,47.5
342,0,13:28,13:31,13,1304,台前,,,,,,,
357,0,13:43,13:46,14,1304,阳谷,102.5,107,116,158.5,179,,54.5
387,0,14:13,14:19,15,1304,聊城,107.5,112,122,167.5,189,,56.5
433,0,14:59,15:02,16,1304,临清,120,125,136,188,212,,63
464,0,15:30,15:32,17,1304,南宫东,124,129,140,196,221,,66
480,0,15:46,15:48,18,1304,大营镇,130,135,147,205,231,,69
520,0,16:26,16:32,19,1304,衡水,135,141,153,213,240,,72
555,0,17:01,17:03,20,1304,深州,147,153,166,232,262,,80
578,0,17:24,17:26,21,1304,饶阳,147,153,166,232,262,,80
678,0,19:04,19:14,22,1304,任丘,159,166,180,251,283,,86
728,0,19:54,19:56,23,1304,霸州,172,179,195,273,308,,93
812,0,21:18,21:18,24,1304,北京西,186,194,210,298,336,,101
0,0,,08:55,1,1456,呼和浩特,,,,,,,
10,0,09:05,09:17,2,1456,呼和浩特东,52,54,59,76,86,,6
72,0,10:07,10:09,3,1456,卓资东,60.5,63,69,94.5,107,,14.5
110,0,10:45,10:51,4,1456,集宁南,66.5,70,76,102.5,116,,20.5
176,0,11:51,11:53,5,1456,丰镇,78.5,82,89,120.5,136,,32.5
220,0,12:35,12:43,6,1456,大同,84.5,88,96,130.5,147,,38.5
338,0,14:33,14:35,7,1456,柴沟堡,102.5,107,116,158.5,179,,54.5
378,0,15:13,15:27,8,1456,张家口南,115,120,130,178,201,,61
414,0,15:49,15:51,9,1456,宣化,115,120,130,178,201,,61
499,0,17:14,17:45,10,1456,康庄,130,135,147,205,231,,69
616,0,19:11,19:23,11,1456,南口,135,141,153,213,240,,72
670,0,20:05,20:21,12,1456,北京北,147,153,166,232,262,,80
782,0,21:57,22:07,13,1456,怀柔北,159,166,180,251,283,,86
919,1,00:14,00:17,14,1456,滦平,180,187,204,287,324,,98
1015,1,01:50,01:58,15,1456,隆化,193,201,218,310,350,,105
1082,1,02:57,02:59,16,1456,四合永,200,208,226,321,362,,109
1132,1,03:47,03:49,17,1456,纪家沟,207.5,216,235,333.5,376,,113.5
1203,1,04:58,05:00,18,1456,红花沟,221.5,230,250,355.5,401,,121.5
1238,1,05:33,05:41,19,1456,赤峰,227.5,237,257,364.5,411,,124.5
1303,1,06:38,06:40,20,1456,四道湾,243.5,253,275,391.5,441,,134.5
1332,1,07:07,07:09,21,1456,羊场,243.5,253,275,391.5,441,,134.5
1378,1,07:53,07:55,22,1456,奈曼,260.5,271,294,418.5,472,,143.5
1420,1,08:35,08:37,23,1456,八仙筒,268.5,279,303,430.5,485,,148.5
1457,1,09:12,09:14,24,1456,东来,275.5,286,311,443.5,500,,152.5
1478,1,09:33,09:35,25,1456,余粮堡,275.5,286,311,443.5,500,,152.5
1505,1,10:00,10:00,26,1456,通辽,283.5,295,320,455.5,513,,156.5
0,0,,17:25,1,1458,通辽,,,,,,,
25,0,17:50,17:52,2,1458,余粮堡,53,58,61,79.5,85.5,,7
47,0,18:12,18:14,3,1458,东来,55,60,63,84.5,90.5,,9
85,0,18:50,18:52,4,1458,八仙筒,62.5,67.5,70.5,95.5,101.5,,16.5
127,0,19:32,19:34,5,1458,奈曼,67.5,72.5,75.5,105.5,111.5,,21.5
176,0,20:21,20:24,6,1458,羊场,78.5,83.5,86.5,120.5,126.5,,32.5
206,0,20:51,20:53,7,1458,四道湾,82.5,87.5,90.5,127.5,133.5,,36.5
267,0,21:52,22:03,8,1458,赤峰,91.5,96.5,99.5,143.5,149.5,,45.5
309,0,22:34,22:36,9,1458,红花沟,94.5,99.5,102.5,149.5,155.5,,48.5
379,0,23:44,23:46,10,1458,纪家沟,115,118,122,178,186,,61
418,1,00:23,00:25,11,1458,四合永,120,123,127,188,195,,63
481,1,01:26,01:34,12,1458,隆化,130,135,139,205,214,,69
681,1,04:46,04:52,13,1458,怀柔北,166,172,178,262,273,,90
784,1,06:29,06:48,14,1458,北京北,180,186,194,287,301,,98
867,1,07:52,08:03,15,1458,南口,186,192,200,298,311,,101
945,1,09:10,09:24,16,1458,康庄,193,201,207,310,323,,105
1033,1,10:38,10:41,17,1458,宣化,207.5,215.5,222.5,333.5,348.5,,113.5
1064,1,11:09,11:24,18,1458,张家口南,207.5,215.5,222.5,333.5,348.5,,113.5
1118,1,12:03,12:06,19,1458,柴沟堡,215.5,223.5,230.5,343.5,360.5,,118.5
1167,1,12:52,12:55,20,1458,天镇,227.5,235.5,244.5,364.5,381.5,,124.5
1196,1,13:21,13:24,21,1458,阳高,227.5,235.5,244.5,364.5,381.5,,124.5
1252,1,14:17,14:29,22,1458,大同,236.5,245.5,254.5,380.5,397.5,,130.5
1301,1,15:06,15:28,23,1458,丰镇,243.5,252.5,261.5,391.5,409.5,,134.5
1386,1,16:31,16:37,24,1458,集宁南,260.5,269.5,279.5,418.5,436.5,,143.5
1474,1,17:59,18:10,25,1458,呼和浩特东,283.5,294.5,304.5,455.5,476.5,,156.5
1501,1,18:26,,26,1458,呼和浩特,283.5,294.5,304.5,455.5,476.5,,156.5
0,0,,11:54,1,1461,北京,,,,,,,
51,0,12:45,12:47,2,1461,廊坊北,56.5,59,64,,,,10.5
75,0,13:09,13:11,3,1461,杨村,60.5,63,69,,,,14.5
105,0,13:39,13:42,4,1461,天津西,66.5,70,76,,,,20.5
135,0,14:09,14:11,5,1461,静海,72.5,76,82,,,,26.5
163,0,14:37,14:39,6,1461,青县,78.5,82,89,,,,32.5
185,0,14:59,15:06,7,1461,沧州,82.5,86,94,,,,36.5
216,0,15:30,15:33,8,1461,泊头,86.5,90,98,,,,40.5
233,0,15:47,15:51,9,1461,东光,90.5,94,103,,,,44.5
261,0,16:15,16:18,10,1461,吴桥,91.5,95,104,,,,45.5
385,0,18:19,18:26,11,1461,济南,120,125,136,,,,63
444,0,19:18,19:21,12,1461,泰山,,,,,,,
473,0,19:47,19:50,13,1461,磁窑,135,141,153,,,,72
511,0,20:25,20:28,14,1461,兖州,147,153,166,,,,80
529,0,20:43,20:45,15,1461,邹城,152,158,172,,,,82
557,0,21:11,21:14,16,1461,滕州,159,166,180,,,,86
582,0,21:36,21:39,17,1461,枣庄西,166,173,188,,,,90
653,0,22:47,22:57,18,1461,徐州,172,179,195,,,,93
710,0,23:44,23:47,19,1461,宿州,186,194,210,,,,101
772,1,00:46,00:58,20,1461,蚌埠,200,208,226,,,,109
862,1,02:16,02:19,21,1461,滁州北,227.5,237,257,,,,124.5
909,1,03:03,03:09,22,1461,南京,236.5,246,267,,,,130.5
955,1,03:49,04:05,23,1461,镇江,243.5,253,275,,,,134.5
1016,1,04:50,04:53,24,1461,常州,250.5,261,283,,,,138.5
1046,1,05:20,05:23,25,1461,无锡,260.5,271,294,,,,143.5
1077,1,05:51,05:55,26,1461,苏州,268.5,279,303,,,,148.5
1105,1,06:19,06:37,27,1461,昆山,275.5,286,311,,,,152.5
1165,1,07:19,07:19,28,1461,上海,283.5,295,320,,,,156.5
0,0,,12:18,1,1462,上海,,,,,,,
34,0,12:52,12:56,2,1462,昆山,55,58,63,,,,9
62,0,13:20,13:24,3,1462,苏州,58.5,61,66,,,,12.5
94,0,13:52,13:56,4,1462,无锡,63.5,66,72,,,,17.5
125,0,14:23,14:27,5,1462,常州,67.5,71,77,,,,21.5
248,0,16:26,16:45,6,1462,南京,86.5,90,98,,,,40.5
305,0,17:23,17:26,7,1462,滁州北,91.5,95,104,,,,45.5
351,0,18:09,18:12,8,1462,明光,102.5,107,116,,,,54.5
398,0,18:56,19:06,9,1462,蚌埠,115,120,130,,,,61
464,0,20:02,20:05,10,1462,宿州,130,135,147,,,,69
548,0,21:26,21:37,11,1462,徐州,147,153,166,,,,80
607,0,22:25,22:27,12,1462,枣庄西,159,166,180,,,,86
631,0,22:49,22:51,13,1462,滕州,166,173,188,,,,90
689,0,23:47,23:52,14,1462,邹城,172,179,195,,,,93
762,1,01:00,01:10,15,1462,泰山,,,,,,,
830,1,02:08,02:14,16,1462,济南,200,208,226,,,,109
976,1,04:34,05:02,17,1462,泊头,236.5,246,267,,,,130.5
1046,1,05:44,05:46,18,1462,沧州,236.5,246,267,,,,130.5
1068,1,06:06,06:17,19,1462,青县,243.5,253,275,,,,134.5
1141,1,07:19,07:24,20,1462,天津西,260.5,271,294,,,,143.5
1173,1,07:51,07:54,21,1462,杨村,268.5,279,303,,,,148.5
1211,1,08:29,08:32,22,1462,廊坊北,268.5,279,303,,,,148.5
1281,1,09:39,10:05,23,1462,黄村,275.5,286,311,,,,152.5
1348,1,10:46,,24,1462,北京,283.5,295,320,,,,156.5
0,0,,14:57,1,1485,太原,,,,,,,
21,0,15:18,15:22,2,1485,榆次,53,58,61,78,84,,7
51,0,15:48,15:50,3,1485,太谷,57,62,65,86,92,,11
82,0,16:19,16:21,4,1485,平遥,60.5,65.5,68.5,94.5,100.5,,14.5
108,0,16:45,16:48,5,1485,介休,64.5,69.5,72.5,99.5,105.5,,18.5
136,0,17:13,17:15,6,1485,灵石,67.5,72.5,75.5,105.5,111.5,,21.5
174,0,17:51,17:53,7,1485,霍州,75.5,80.5,83.5,115.5,121.5,,29.5
232,0,18:49,18:55,8,1485,临汾,82.5,87.5,90.5,127.5,133.5,,36.5
286,0,19:43,19:59,9,1485,侯马,90.5,95.5,98.5,140.5,146.5,,44.5
369,0,21:06,21:10,10,1485,运城,102.5,106.5,109.5,158.5,166.5,,54.5
417,0,21:54,21:56,11,1485,永济,115,118,122,178,186,,61
509,0,23:26,23:38,12,1485,华山,124,129,133,196,205,,66
617,1,01:14,01:30,13,1485,西安,147,153,158,232,242,,80
746,1,03:23,03:35,14,1485,宝鸡,180,186,191,287,301,,98
1073,1,08:50,08:52,15,1485,略阳,215.5,223.5,230.5,343.5,360.5,,118.5
1191,1,10:48,10:54,16,1485,阳平关,221.5,229.5,238.5,355.5,371.5,,121.5
1304,1,12:41,12:56,17,1485,广元,236.5,245.5,254.5,380.5,397.5,,130.5
1487,1,15:44,15:50,18,1485,江油,260.5,269.5,279.5,418.5,436.5,,143.5
1531,1,16:28,16:35,19,1485,绵阳,268.5,278.5,287.5,430.5,450.5,,148.5
1582,1,17:19,17:25,20,1485,德阳,275.5,285.5,296.5,443.5,463.5,,152.5
1641,1,18:18,,21,1485,成都,283.5,294.5,304.5,455.5,476.5,,156.5
0,0,,19:25,1,1486,成都,,,,,,,
49,0,20:14,20:17,2,1486,德阳,56.5,59,64,85.5,97,,10.5
97,0,21:02,21:05,3,1486,绵阳,62.5,65,71,95.5,108,,16.5
138,0,21:43,21:48,4,1486,江油,66.5,70,76,102.5,116,,20.5
310,1,00:35,00:45,5,1486,广元,86.5,90,98,134.5,152,,40.5
485,1,03:30,03:32,6,1486,略阳,107.5,112,122,167.5,189,,56.5
